term,non_invariant,random_non_invariant,h_nmi,h_mi,h_nmi_p,h_mi_p,type,run_number,computer
q2 ~1,0.852,0.616,0.546880827770152,-0.546880827770152,0.174077574043614,-0.174077574043614,Large Residuals,1,computer14
q3 ~1,0.864,0.618,0.577152656013604,-0.577152656013604,0.183713396246363,-0.183713396246363,Large Residuals,1,computer14
q4 ~1,0.864,0.625,0.562719908615455,-0.562719908615455,0.179119310064739,-0.179119310064739,Large Residuals,1,computer14
q5 ~1,0.844,0.611,0.534864343343477,-0.534864343343477,0.17025260825343,-0.17025260825343,Large Residuals,1,computer14
lv =~ q1,0.898,0.729,0.444913820687852,-0.444913820687853,0.141620467624746,-0.141620467624746,Invariant,1,computer15
lv =~ q2,0.887,0.737,0.391306253344204,-0.391306253344203,0.124556648964999,-0.124556648964999,Invariant,1,computer15
lv =~ q3,0.881,0.737,0.372567966179691,-0.372567966179691,0.118592066910384,-0.118592066910384,Invariant,1,computer15
lv =~ q4,0.871,0.741,0.333112805884478,-0.333112805884478,0.106033099327451,-0.106033099327451,Invariant,1,computer15
lv =~ q5,0.887,0.727,0.413884690691936,-0.413884690691936,0.131743588787363,-0.131743588787363,Invariant,1,computer15
lv =~ q1,0.936,0.51,1.03927198952743,-1.03927198952743,0.330810548700478,-0.330810548700478,Small Loadings,1,computer15
lv =~ q2,0.91,0.502,0.957411008097358,-0.957411008097358,0.304753389018578,-0.304753389018578,Small Loadings,1,computer15
lv =~ q3,0.935,0.506,1.04320203253014,-1.04320203253014,0.332061520241369,-0.332061520241369,Small Loadings,1,computer15
lv =~ q4,0.901,0.498,0.934636008750105,-0.934636008750105,0.297503881568518,-0.297503881568518,Small Loadings,1,computer15
lv =~ q5,0.937,0.516,1.03136860152673,-1.03136860152673,0.328294822165509,-0.328294822165509,Small Loadings,1,computer15
lv =~ q1,0.802,0.363,0.926060295063413,-0.926060295063413,0.294774147120963,-0.294774147120963,Medium Loadings,1,computer15
lv =~ q2,0.804,0.36,0.937333171446051,-0.937333171446051,0.298362415119284,-0.298362415119284,Medium Loadings,1,computer15
lv =~ q3,0.804,0.364,0.929009844958373,-0.929009844958373,0.295713018012321,-0.295713018012321,Medium Loadings,1,computer15
lv =~ q4,0.798,0.354,0.934827735498684,-0.934827735498684,0.297564910088037,-0.297564910088037,Medium Loadings,1,computer15
lv =~ q5,0.803,0.362,0.930652352525487,-0.930652352525487,0.296235844409065,-0.296235844409065,Medium Loadings,1,computer15
lv =~ q1,1,0.096,2.51154596314395,-2.51154596314395,0.799449909673711,-0.799449909673711,Large Loadings,1,computer15
lv =~ q2,1,0.091,2.52872175859842,-2.52872175859842,0.804917135169938,-0.804917135169938,Large Loadings,1,computer15
lv =~ q3,0.998,0.086,2.45685520940762,-2.45685520940761,0.782041302076591,-0.782041302076591,Large Loadings,1,computer15
lv =~ q4,0.814,0.081,1.67258817173434,-1.67258817173434,0.532401350577113,-0.532401350577113,Large Loadings,1,computer15
lv =~ q5,1,0.085,2.54990401116325,-2.54990401116325,0.811659655572965,-0.811659655572965,Large Loadings,1,computer15
lv ~1,0.957,0.367,1.42227739490653,-1.42227739490653,0.452724955694476,-0.452724955694476,Small Intercepts,1,computer15
q1 ~1,0.957,0.367,1.42227739490653,-1.42227739490653,0.452724955694476,-0.452724955694476,Small Intercepts,1,computer15
q2 ~1,0.945,0.372,1.35622720318856,-1.35622720318856,0.431700526686313,-0.431700526686313,Small Intercepts,1,computer15
q3 ~1,0.953,0.373,1.39054995020411,-1.39054995020411,0.442625796382347,-0.442625796382347,Small Intercepts,1,computer15
q4 ~1,0.92,0.376,1.24789843545952,-1.24789843545952,0.397218408960049,-0.397218408960049,Small Intercepts,1,computer15
q5 ~1,0.933,0.373,1.30396040067089,-1.30396040067089,0.41506348672572,-0.41506348672572,Small Intercepts,1,computer15
lv ~1,1,0.654,1.25770620710376,-1.25770620710376,0.400340319635845,-0.400340319635846,Medium Intercepts,1,computer15
q1 ~1,1,0.654,1.25770620710376,-1.25770620710376,0.400340319635845,-0.400340319635846,Medium Intercepts,1,computer15
q2 ~1,1,0.656,1.25349893868276,-1.25349893868276,0.399001104503611,-0.399001104503611,Medium Intercepts,1,computer15
q3 ~1,1,0.653,1.2598076891762,-1.2598076891762,0.401009242155141,-0.401009242155141,Medium Intercepts,1,computer15
q4 ~1,0.932,0.656,0.725863456417975,-0.725863456417975,0.231049514197379,-0.231049514197378,Medium Intercepts,1,computer15
q5 ~1,1,0.651,1.26400640993491,-1.26400640993491,0.402345736481963,-0.402345736481963,Medium Intercepts,1,computer15
lv ~1,1,0.489,1.5927981018482,-1.5927981018482,0.507003382513057,-0.507003382513057,Large Intercepts,1,computer15
q1 ~1,1,0.489,1.5927981018482,-1.5927981018482,0.507003382513057,-0.507003382513057,Large Intercepts,1,computer15
q2 ~1,1,0.486,1.59879998675294,-1.59879998675294,0.508913841813976,-0.508913841813976,Large Intercepts,1,computer15
q3 ~1,1,0.476,1.61881477793144,-1.61881477793144,0.515284747715996,-0.515284747715996,Large Intercepts,1,computer15
q4 ~1,0.814,0.486,0.706984208798727,-0.706984208798727,0.22504006303646,-0.22504006303646,Large Intercepts,1,computer15
q5 ~1,1,0.487,1.59679925701969,-1.59679925701969,0.5082769897603,-0.5082769897603,Large Intercepts,1,computer15
lv ~~ lv,0.979,0.833,0.551111101486288,-0.551111101486289,0.175424111988724,-0.175424111988724,Small Residuals,1,computer15
q1 ~~ q1,0.978,0.837,0.533439573981029,-0.533439573981029,0.169799090079831,-0.169799090079831,Small Residuals,1,computer15
q2 ~~ q2,0.973,0.822,0.540950262253101,-0.540950262253102,0.172189816408876,-0.172189816408877,Small Residuals,1,computer15
q3 ~~ q3,0.976,0.841,0.509210904311449,-0.509210904311449,0.162086864994923,-0.162086864994922,Small Residuals,1,computer15
q4 ~~ q4,0.949,0.827,0.402342737871266,-0.402342737871266,0.128069671098677,-0.128069671098677,Small Residuals,1,computer15
q5 ~~ q5,0.978,0.835,0.538840979266264,-0.538840979266265,0.171518410781407,-0.171518410781407,Small Residuals,1,computer15
lv ~~ lv,1,0.72,1.11519765339907,-1.11519765339907,0.354978438125889,-0.354978438125889,Medium Residuals,1,computer15
q1 ~~ q1,1,0.724,1.10626929737573,-1.10626929737573,0.35213645413629,-0.35213645413629,Medium Residuals,1,computer15
q2 ~~ q2,1,0.735,1.08150554878078,-1.08150554878078,0.344253908139548,-0.344253908139548,Medium Residuals,1,computer15
q3 ~~ q3,1,0.73,1.09280112827594,-1.09280112827594,0.347849402763034,-0.347849402763034,Medium Residuals,1,computer15
q4 ~~ q4,0.968,0.727,0.739839766750936,-0.739839766750937,0.235498311948733,-0.235498311948733,Medium Residuals,1,computer15
q5 ~~ q5,1,0.722,1.11073841302405,-1.11073841302405,0.353559017829649,-0.353559017829649,Medium Residuals,1,computer15
lv ~1,0.929,0.165,1.76557200019479,-1.76557200019479,0.561999022431291,-0.561999022431291,Large Residuals,1,computer15
q1 ~1,0.929,0.165,1.76557200019479,-1.76557200019479,0.561999022431291,-0.561999022431291,Large Residuals,1,computer15
q2 ~1,0.786,0.171,1.32710174771943,-1.32710174771943,0.42242960627088,-0.42242960627088,Large Residuals,1,computer15
q3 ~1,0.88,0.158,1.6165450955575,-1.6165450955575,0.514562285377874,-0.514562285377874,Large Residuals,1,computer15
q4 ~1,0.904,0.151,1.71335040254365,-1.71335040254365,0.545376371626621,-0.545376371626621,Large Residuals,1,computer15
q5 ~1,0.898,0.159,1.67115169275875,-1.67115169275875,0.531944105117886,-0.531944105117886,Large Residuals,1,computer15
lv =~ q1,0.898,0.729,0.444913820687852,-0.444913820687853,0.141620467624746,-0.141620467624746,Invariant,1,computer16
lv =~ q2,0.887,0.737,0.391306253344204,-0.391306253344203,0.124556648964999,-0.124556648964999,Invariant,1,computer16
lv =~ q3,0.881,0.737,0.372567966179691,-0.372567966179691,0.118592066910384,-0.118592066910384,Invariant,1,computer16
lv =~ q4,0.871,0.741,0.333112805884478,-0.333112805884478,0.106033099327451,-0.106033099327451,Invariant,1,computer16
lv =~ q5,0.887,0.727,0.413884690691936,-0.413884690691936,0.131743588787363,-0.131743588787363,Invariant,1,computer16
lv =~ q1,0.936,0.51,1.03927198952743,-1.03927198952743,0.330810548700478,-0.330810548700478,Small Loadings,1,computer16
lv =~ q2,0.91,0.502,0.957411008097358,-0.957411008097358,0.304753389018578,-0.304753389018578,Small Loadings,1,computer16
lv =~ q3,0.935,0.506,1.04320203253014,-1.04320203253014,0.332061520241369,-0.332061520241369,Small Loadings,1,computer16
lv =~ q4,0.901,0.498,0.934636008750105,-0.934636008750105,0.297503881568518,-0.297503881568518,Small Loadings,1,computer16
lv =~ q5,0.937,0.516,1.03136860152673,-1.03136860152673,0.328294822165509,-0.328294822165509,Small Loadings,1,computer16
lv =~ q1,0.802,0.363,0.926060295063413,-0.926060295063413,0.294774147120963,-0.294774147120963,Medium Loadings,1,computer16
lv =~ q2,0.804,0.36,0.937333171446051,-0.937333171446051,0.298362415119284,-0.298362415119284,Medium Loadings,1,computer16
lv =~ q3,0.804,0.364,0.929009844958373,-0.929009844958373,0.295713018012321,-0.295713018012321,Medium Loadings,1,computer16
lv =~ q4,0.798,0.354,0.934827735498684,-0.934827735498684,0.297564910088037,-0.297564910088037,Medium Loadings,1,computer16
lv =~ q5,0.803,0.362,0.930652352525487,-0.930652352525487,0.296235844409065,-0.296235844409065,Medium Loadings,1,computer16
lv =~ q1,1,0.096,2.51154596314395,-2.51154596314395,0.799449909673711,-0.799449909673711,Large Loadings,1,computer16
lv =~ q2,1,0.091,2.52872175859842,-2.52872175859842,0.804917135169938,-0.804917135169938,Large Loadings,1,computer16
lv =~ q3,0.998,0.086,2.45685520940762,-2.45685520940761,0.782041302076591,-0.782041302076591,Large Loadings,1,computer16
lv =~ q4,0.814,0.081,1.67258817173434,-1.67258817173434,0.532401350577113,-0.532401350577113,Large Loadings,1,computer16
lv =~ q5,1,0.085,2.54990401116325,-2.54990401116325,0.811659655572965,-0.811659655572965,Large Loadings,1,computer16
lv ~1,0.957,0.367,1.42227739490653,-1.42227739490653,0.452724955694476,-0.452724955694476,Small Intercepts,1,computer16
q1 ~1,0.957,0.367,1.42227739490653,-1.42227739490653,0.452724955694476,-0.452724955694476,Small Intercepts,1,computer16
q2 ~1,0.945,0.372,1.35622720318856,-1.35622720318856,0.431700526686313,-0.431700526686313,Small Intercepts,1,computer16
q3 ~1,0.953,0.373,1.39054995020411,-1.39054995020411,0.442625796382347,-0.442625796382347,Small Intercepts,1,computer16
q4 ~1,0.92,0.376,1.24789843545952,-1.24789843545952,0.397218408960049,-0.397218408960049,Small Intercepts,1,computer16
q5 ~1,0.933,0.373,1.30396040067089,-1.30396040067089,0.41506348672572,-0.41506348672572,Small Intercepts,1,computer16
lv ~1,1,0.654,1.25770620710376,-1.25770620710376,0.400340319635845,-0.400340319635846,Medium Intercepts,1,computer16
q1 ~1,1,0.654,1.25770620710376,-1.25770620710376,0.400340319635845,-0.400340319635846,Medium Intercepts,1,computer16
q2 ~1,1,0.656,1.25349893868276,-1.25349893868276,0.399001104503611,-0.399001104503611,Medium Intercepts,1,computer16
q3 ~1,1,0.653,1.2598076891762,-1.2598076891762,0.401009242155141,-0.401009242155141,Medium Intercepts,1,computer16
q4 ~1,0.932,0.656,0.725863456417975,-0.725863456417975,0.231049514197379,-0.231049514197378,Medium Intercepts,1,computer16
q5 ~1,1,0.651,1.26400640993491,-1.26400640993491,0.402345736481963,-0.402345736481963,Medium Intercepts,1,computer16
lv ~1,1,0.489,1.5927981018482,-1.5927981018482,0.507003382513057,-0.507003382513057,Large Intercepts,1,computer16
q1 ~1,1,0.489,1.5927981018482,-1.5927981018482,0.507003382513057,-0.507003382513057,Large Intercepts,1,computer16
q2 ~1,1,0.486,1.59879998675294,-1.59879998675294,0.508913841813976,-0.508913841813976,Large Intercepts,1,computer16
q3 ~1,1,0.476,1.61881477793144,-1.61881477793144,0.515284747715996,-0.515284747715996,Large Intercepts,1,computer16
q4 ~1,0.814,0.486,0.706984208798727,-0.706984208798727,0.22504006303646,-0.22504006303646,Large Intercepts,1,computer16
q5 ~1,1,0.487,1.59679925701969,-1.59679925701969,0.5082769897603,-0.5082769897603,Large Intercepts,1,computer16
lv ~~ lv,0.979,0.833,0.551111101486288,-0.551111101486289,0.175424111988724,-0.175424111988724,Small Residuals,1,computer16
q1 ~~ q1,0.978,0.837,0.533439573981029,-0.533439573981029,0.169799090079831,-0.169799090079831,Small Residuals,1,computer16
q2 ~~ q2,0.973,0.822,0.540950262253101,-0.540950262253102,0.172189816408876,-0.172189816408877,Small Residuals,1,computer16
q3 ~~ q3,0.976,0.841,0.509210904311449,-0.509210904311449,0.162086864994923,-0.162086864994922,Small Residuals,1,computer16
q4 ~~ q4,0.949,0.827,0.402342737871266,-0.402342737871266,0.128069671098677,-0.128069671098677,Small Residuals,1,computer16
q5 ~~ q5,0.978,0.835,0.538840979266264,-0.538840979266265,0.171518410781407,-0.171518410781407,Small Residuals,1,computer16
lv ~~ lv,1,0.72,1.11519765339907,-1.11519765339907,0.354978438125889,-0.354978438125889,Medium Residuals,1,computer16
q1 ~~ q1,1,0.724,1.10626929737573,-1.10626929737573,0.35213645413629,-0.35213645413629,Medium Residuals,1,computer16
q2 ~~ q2,1,0.735,1.08150554878078,-1.08150554878078,0.344253908139548,-0.344253908139548,Medium Residuals,1,computer16
q3 ~~ q3,1,0.73,1.09280112827594,-1.09280112827594,0.347849402763034,-0.347849402763034,Medium Residuals,1,computer16
q4 ~~ q4,0.968,0.727,0.739839766750936,-0.739839766750937,0.235498311948733,-0.235498311948733,Medium Residuals,1,computer16
q5 ~~ q5,1,0.722,1.11073841302405,-1.11073841302405,0.353559017829649,-0.353559017829649,Medium Residuals,1,computer16
lv ~1,0.929,0.165,1.76557200019479,-1.76557200019479,0.561999022431291,-0.561999022431291,Large Residuals,1,computer16
q1 ~1,0.929,0.165,1.76557200019479,-1.76557200019479,0.561999022431291,-0.561999022431291,Large Residuals,1,computer16
q2 ~1,0.786,0.171,1.32710174771943,-1.32710174771943,0.42242960627088,-0.42242960627088,Large Residuals,1,computer16
q3 ~1,0.88,0.158,1.6165450955575,-1.6165450955575,0.514562285377874,-0.514562285377874,Large Residuals,1,computer16
q4 ~1,0.904,0.151,1.71335040254365,-1.71335040254365,0.545376371626621,-0.545376371626621,Large Residuals,1,computer16
q5 ~1,0.898,0.159,1.67115169275875,-1.67115169275875,0.531944105117886,-0.531944105117886,Large Residuals,1,computer16
lv =~ q1,0.873,0.549,0.743877657020029,-0.743877657020029,0.23678361234071,-0.23678361234071,Invariant,1,computer17
lv =~ q2,0.873,0.558,0.725773466871705,-0.725773466871704,0.231020869635148,-0.231020869635147,Invariant,1,computer17
lv =~ q3,0.832,0.551,0.623977944748927,-0.623977944748927,0.198618348574227,-0.198618348574227,Invariant,1,computer17
lv =~ q4,0.855,0.55,0.689330788184612,-0.689330788184612,0.219420804730027,-0.219420804730027,Invariant,1,computer17
lv =~ q5,0.852,0.559,0.662738538381437,-0.662738538381437,0.210956228721807,-0.210956228721807,Invariant,1,computer17
lv =~ q1,0.845,0.581,0.598771963359678,-0.598771963359679,0.190595035507064,-0.190595035507064,Small Loadings,1,computer17
lv =~ q2,0.841,0.567,0.616089527996371,-0.616089527996371,0.19610738753555,-0.19610738753555,Small Loadings,1,computer17
lv =~ q3,0.82,0.58,0.533807612674645,-0.533807612674646,0.169916240434507,-0.169916240434507,Small Loadings,1,computer17
lv =~ q4,0.854,0.583,0.619890170348164,-0.619890170348163,0.197317169569975,-0.197317169569974,Small Loadings,1,computer17
lv =~ q5,0.844,0.575,0.608161247632992,-0.608161247632992,0.19358373751545,-0.19358373751545,Small Loadings,1,computer17
lv =~ q1,0.975,0.25,1.77683467310167,-1.77683467310167,0.565584042562407,-0.565584042562407,Medium Loadings,1,computer17
lv =~ q2,0.978,0.249,1.79895948711061,-1.79895948711061,0.572626589591428,-0.572626589591428,Medium Loadings,1,computer17
lv =~ q3,0.965,0.245,1.72959763475277,-1.72959763475277,0.550548026261907,-0.550548026261907,Medium Loadings,1,computer17
lv =~ q4,0.904,0.247,1.4712905832181,-1.4712905832181,0.468326338087437,-0.468326338087437,Medium Loadings,1,computer17
lv =~ q5,0.935,0.245,1.59038711082441,-1.59038711082441,0.506235940234684,-0.506235940234685,Medium Loadings,1,computer17
lv =~ q1,0.948,0.549,1.01252054223723,-1.01252054223723,0.322295298558283,-0.322295298558283,Large Loadings,1,computer17
lv =~ q2,0.944,0.553,0.986777916442449,-0.986777916442449,0.314101166271474,-0.314101166271474,Large Loadings,1,computer17
lv =~ q3,0.953,0.549,1.03557874822129,-1.03557874822129,0.329634953480671,-0.329634953480671,Large Loadings,1,computer17
lv =~ q4,0.796,0.538,0.557464812762152,-0.557464812762152,0.177446561101789,-0.177446561101789,Large Loadings,1,computer17
lv =~ q5,0.934,0.554,0.942949292167574,-0.942949292167574,0.300150081866947,-0.300150081866946,Large Loadings,1,computer17
lv ~1,0.967,0.532,1.14140599337499,-1.14140599337499,0.363320811840689,-0.363320811840689,Small Intercepts,1,computer17
q1 ~1,0.967,0.532,1.14140599337499,-1.14140599337499,0.363320811840689,-0.363320811840689,Small Intercepts,1,computer17
q2 ~1,0.968,0.533,1.14504131704074,-1.14504131704074,0.364477971302975,-0.364477971302975,Small Intercepts,1,computer17
q3 ~1,0.964,0.522,1.14499426285508,-1.14499426285508,0.364462993490495,-0.364462993490495,Small Intercepts,1,computer17
q4 ~1,0.922,0.529,0.946665376853348,-0.946665376853348,0.301332948360325,-0.301332948360324,Small Intercepts,1,computer17
q5 ~1,0.967,0.538,1.12937641128173,-1.12937641128173,0.359491676933744,-0.359491676933744,Small Intercepts,1,computer17
lv ~1,1,0.724,1.10626929737573,-1.10626929737573,0.35213645413629,-0.35213645413629,Medium Intercepts,1,computer17
q1 ~1,1,0.724,1.10626929737573,-1.10626929737573,0.35213645413629,-0.35213645413629,Medium Intercepts,1,computer17
q2 ~1,1,0.736,1.07923831660736,-1.07923831660736,0.343532225724474,-0.343532225724474,Medium Intercepts,1,computer17
q3 ~1,1,0.726,1.10179015069147,-1.10179015069147,0.350710697465024,-0.350710697465024,Medium Intercepts,1,computer17
q4 ~1,0.922,0.738,0.508597182163191,-0.508597182163191,0.161891511167762,-0.161891511167762,Medium Intercepts,1,computer17
q5 ~1,1,0.734,1.0837700471305,-1.0837700471305,0.34497472035151,-0.34497472035151,Medium Intercepts,1,computer17
lv ~1,0.994,0.626,1.1609752549816,-1.1609752549816,0.369549901275391,-0.369549901275391,Large Intercepts,1,computer17
q1 ~1,0.994,0.626,1.1609752549816,-1.1609752549816,0.369549901275391,-0.369549901275391,Large Intercepts,1,computer17
q2 ~1,0.997,0.612,1.23528012738778,-1.23528012738778,0.393201876753902,-0.393201876753902,Large Intercepts,1,computer17
q3 ~1,0.997,0.618,1.22294946121933,-1.22294946121933,0.389276903809252,-0.389276903809252,Large Intercepts,1,computer17
q4 ~1,0.939,0.611,0.847802549601287,-0.847802549601286,0.269863933069913,-0.269863933069913,Large Intercepts,1,computer17
q5 ~1,0.997,0.625,1.20851671382118,-1.20851671382118,0.384682817627628,-0.384682817627628,Large Intercepts,1,computer17
lv ~~ lv,0.954,0.452,1.23463355321765,-1.23463355321765,0.392996065803401,-0.392996065803401,Small Residuals,1,computer17
q1 ~~ q1,0.958,0.452,1.25414159832395,-1.25414159832395,0.399205669420853,-0.399205669420853,Small Residuals,1,computer17
q2 ~~ q2,0.96,0.434,1.30046685035921,-1.30046685035921,0.413951455123634,-0.413951455123634,Small Residuals,1,computer17
q3 ~~ q3,0.959,0.459,1.24509973856489,-1.24509973856489,0.396327556070057,-0.396327556070057,Small Residuals,1,computer17
q4 ~~ q4,0.941,0.456,1.16820350337427,-1.16820350337427,0.37185072419857,-0.37185072419857,Small Residuals,1,computer17
q5 ~~ q5,0.962,0.452,1.27456023243684,-1.27456023243684,0.405705122521356,-0.405705122521356,Small Residuals,1,computer17
lv ~~ lv,1,0.44,1.69108620918968,-1.69108620918968,0.538289458774147,-0.538289458774147,Medium Residuals,1,computer17
q1 ~~ q1,1,0.43,1.71125774150475,-1.71125774150475,0.544710256929508,-0.544710256929509,Medium Residuals,1,computer17
q2 ~~ q2,1,0.421,1.72946120869952,-1.72946120869952,0.550504600500425,-0.550504600500424,Medium Residuals,1,computer17
q3 ~~ q3,1,0.423,1.72541162695586,-1.72541162695586,0.549215578596508,-0.549215578596508,Medium Residuals,1,computer17
q4 ~~ q4,0.801,0.427,0.792527188326889,-0.792527188326889,0.252269239113892,-0.252269239113892,Medium Residuals,1,computer17
q5 ~~ q5,1,0.434,1.70318269193988,-1.70318269193988,0.542139888821584,-0.542139888821584,Medium Residuals,1,computer17
lv ~1,0.866,0.621,0.576826292905619,-0.576826292905619,0.183609511642606,-0.183609511642606,Large Residuals,1,computer17
q1 ~1,0.866,0.621,0.576826292905619,-0.576826292905619,0.183609511642606,-0.183609511642606,Large Residuals,1,computer17
q2 ~1,0.852,0.616,0.546880827770152,-0.546880827770152,0.174077574043614,-0.174077574043614,Large Residuals,1,computer17
q3 ~1,0.864,0.618,0.577152656013604,-0.577152656013604,0.183713396246363,-0.183713396246363,Large Residuals,1,computer17
q4 ~1,0.864,0.625,0.562719908615455,-0.562719908615455,0.179119310064739,-0.179119310064739,Large Residuals,1,computer17
q5 ~1,0.844,0.611,0.534864343343477,-0.534864343343477,0.17025260825343,-0.17025260825343,Large Residuals,1,computer17
lv =~ q1,0.857,0.609,0.575430078284388,-0.575430078284387,0.183165082725433,-0.183165082725433,Invariant,1,computer18
lv =~ q2,0.852,0.617,0.544824222875339,-0.544824222875339,0.173422936373621,-0.173422936373622,Invariant,1,computer18
lv =~ q3,0.84,0.624,0.497147421572205,-0.497147421572205,0.158246939177214,-0.158246939177214,Invariant,1,computer18
lv =~ q4,0.827,0.619,0.472553817433534,-0.472553817433534,0.150418551842984,-0.150418551842984,Invariant,1,computer18
lv =~ q5,0.864,0.609,0.595635451842872,-0.595635451842872,0.189596652883135,-0.189596652883135,Invariant,1,computer18
lv =~ q1,0.946,0.542,1.01765136954713,-1.01765136954713,0.323928491615325,-0.323928491615325,Small Loadings,1,computer18
lv =~ q2,0.934,0.549,0.95300280670089,-0.95300280670089,0.303350214933794,-0.303350214933793,Small Loadings,1,computer18
lv =~ q3,0.933,0.553,0.940947232762824,-0.940947232762825,0.299512806565687,-0.299512806565688,Small Loadings,1,computer18
lv =~ q4,0.831,0.548,0.627335987870914,-0.627335987870914,0.199687246898187,-0.199687246898187,Small Loadings,1,computer18
lv =~ q5,0.936,0.559,0.940997754258814,-0.940997754258815,0.299528888057326,-0.299528888057326,Small Loadings,1,computer18
lv =~ q1,0.962,0.386,1.40843524595305,-1.40843524595305,0.448318862836555,-0.448318862836555,Medium Loadings,1,computer18
lv =~ q2,0.938,0.37,1.33052748225098,-1.33052748225098,0.423520051439714,-0.423520051439714,Medium Loadings,1,computer18
lv =~ q3,0.956,0.376,1.39874893507831,-1.39874893507831,0.445235614324474,-0.445235614324474,Medium Loadings,1,computer18
lv =~ q4,0.839,0.374,0.999784748062341,-0.999784748062341,0.318241369364014,-0.318241369364014,Medium Loadings,1,computer18
lv =~ q5,0.953,0.372,1.39261832906203,-1.39261832906203,0.443284181821195,-0.443284181821195,Medium Loadings,1,computer18
lv =~ q1,1,0.512,1.5467940221975,-1.5467940221975,0.492359829155452,-0.492359829155452,Large Loadings,1,computer18
lv =~ q2,1,0.52,1.53078565244091,-1.53078565244091,0.487264206800245,-0.487264206800245,Large Loadings,1,computer18
lv =~ q3,1,0.517,1.53678977271823,-1.53678977271823,0.489175377642352,-0.489175377642352,Large Loadings,1,computer18
lv =~ q4,0.613,0.519,0.189960322735554,-0.189960322735554,0.0604662487093902,-0.0604662487093902,Large Loadings,1,computer18
lv =~ q5,1,0.523,1.52478008866152,-1.52478008866152,0.48535257647716,-0.48535257647716,Large Loadings,1,computer18
lv ~1,0.992,0.579,1.23300663001139,-1.23300663001139,0.392478200062784,-0.392478200062784,Small Intercepts,1,computer18
q1 ~1,0.992,0.579,1.23300663001139,-1.23300663001139,0.392478200062784,-0.392478200062784,Small Intercepts,1,computer18
q2 ~1,0.991,0.575,1.2302056305555,-1.2302056305555,0.391586614244779,-0.39158661424478,Small Intercepts,1,computer18
q3 ~1,0.957,0.587,0.978146061192551,-0.978146061192552,0.311353561409324,-0.311353561409324,Small Intercepts,1,computer18
q4 ~1,0.93,0.578,0.878629905194578,-0.878629905194577,0.279676585120161,-0.279676585120161,Small Intercepts,1,computer18
q5 ~1,0.991,0.575,1.2302056305555,-1.2302056305555,0.391586614244779,-0.39158661424478,Small Intercepts,1,computer18
lv ~1,0.999,0.389,1.73140540498596,-1.73140540498595,0.55112345739908,-0.551123457399079,Medium Intercepts,1,computer18
q1 ~1,0.999,0.389,1.73140540498596,-1.73140540498595,0.55112345739908,-0.551123457399079,Medium Intercepts,1,computer18
q2 ~1,1,0.375,1.82347658193698,-1.82347658193698,0.580430623255166,-0.580430623255166,Medium Intercepts,1,computer18
q3 ~1,1,0.39,1.79261079729169,-1.79261079729169,0.570605738857752,-0.570605738857752,Medium Intercepts,1,computer18
q4 ~1,0.89,0.383,1.13085570158234,-1.13085570158234,0.359962549660965,-0.359962549660965,Medium Intercepts,1,computer18
q5 ~1,0.999,0.387,1.73550970193639,-1.73550970193639,0.552429895694238,-0.552429895694237,Medium Intercepts,1,computer18
lv ~1,1,0.585,1.39996665766579,-1.39996665766579,0.4456232274627,-0.4456232274627,Large Intercepts,1,computer18
q1 ~1,1,0.585,1.39996665766579,-1.39996665766579,0.4456232274627,-0.4456232274627,Large Intercepts,1,computer18
q2 ~1,1,0.566,1.43840996164992,-1.43840996164992,0.457860111178416,-0.457860111178416,Large Intercepts,1,computer18
q3 ~1,1,0.574,1.42225063202439,-1.42225063202439,0.452716436804507,-0.452716436804507,Large Intercepts,1,computer18
q4 ~1,0.92,0.58,0.83659256941989,-0.83659256941989,0.26629568555425,-0.26629568555425,Large Intercepts,1,computer18
q5 ~1,1,0.575,1.42022805401821,-1.42022805401821,0.452072630229563,-0.452072630229563,Large Intercepts,1,computer18
lv ~~ lv,0.999,0.687,1.12422193815866,-1.12422193815866,0.357850957180604,-0.357850957180603,Small Residuals,1,computer18
q1 ~~ q1,0.998,0.685,1.10231474589445,-1.10231474589445,0.350877681304377,-0.350877681304377,Small Residuals,1,computer18
q2 ~~ q2,0.998,0.691,1.08936431352265,-1.08936431352265,0.346755430650078,-0.346755430650078,Small Residuals,1,computer18
q3 ~~ q3,0.999,0.683,1.13283309320738,-1.13283309320738,0.360591972964074,-0.360591972964073,Small Residuals,1,computer18
q4 ~~ q4,0.984,0.678,0.953150634237847,-0.953150634237847,0.303397269900257,-0.303397269900257,Small Residuals,1,computer18
q5 ~~ q5,0.999,0.678,1.14355627143816,-1.14355627143816,0.364005266606241,-0.364005266606241,Small Residuals,1,computer18
lv ~~ lv,0.994,0.686,1.03455892886176,-1.03455892886176,0.329310334896412,-0.329310334896412,Medium Residuals,1,computer18
q1 ~~ q1,0.994,0.687,1.03240336406946,-1.03240336406946,0.328624197312713,-0.328624197312714,Medium Residuals,1,computer18
q2 ~~ q2,0.994,0.686,1.03455892886176,-1.03455892886176,0.329310334896412,-0.329310334896412,Medium Residuals,1,computer18
q3 ~~ q3,0.994,0.686,1.03455892886176,-1.03455892886176,0.329310334896412,-0.329310334896412,Medium Residuals,1,computer18
q4 ~~ q4,0.936,0.689,0.671638262609214,-0.671638262609214,0.213789098927818,-0.213789098927818,Medium Residuals,1,computer18
