model,non_invariant,random_non_invariant,h_nmi,h_mi,h_nmi_p,h_mi_p,type,run_number,computer
intercepts,0.045,0.157,-0.387306873255091,0.387306873255091,-0.123283606744028,0.123283606744028,Invariant,1,computer1_1
loadings,0.846,0.154,1.52851172719972,-1.52851172719972,0.486540393915534,-0.486540393915534,Invariant,1,computer1_1
residuals,0.104,0.107,-0.00976596395875839,0.00976596395875839,-0.00310860287618739,0.00310860287618739,Invariant,1,computer1_1
intercepts,0.17,0.157,0.0351584277248465,-0.0351584277248462,0.0111912751274969,-0.0111912751274968,Small Loadings,1,computer1_1
loadings,0.237,0.189,0.117403855706382,-0.117403855706382,0.0373708079474366,-0.0373708079474367,Small Loadings,1,computer1_1
residuals,0.144,0.109,0.105525841343351,-0.105525841343351,0.0335899185474507,-0.0335899185474508,Small Loadings,1,computer1_1
intercepts,0.145,0.157,-0.033521020751236,0.0335210207512358,-0.0106700723000904,0.0106700723000903,Medium Loadings,1,computer1_1
loadings,0.626,0.138,1.06432999241338,-1.06432999241338,0.338786758747098,-0.338786758747098,Medium Loadings,1,computer1_1
residuals,0.22,0.096,0.346363836347994,-0.346363836347994,0.110251033326111,-0.110251033326111,Medium Loadings,1,computer1_1
intercepts,0.027,0.127,-0.398630474967013,0.398630474967013,-0.12688802111614,0.12688802111614,Large Loadings,1,computer1_1
loadings,0.841,0.131,1.58059551749281,-1.58059551749281,0.503119179275745,-0.503119179275745,Large Loadings,1,computer1_1
residuals,0.089,0.108,-0.0638305413380917,0.063830541338092,-0.0203178923483777,0.0203178923483778,Large Loadings,1,computer1_1
intercepts,0.091,0.144,-0.165583045164244,0.165583045164245,-0.0527067202601961,0.0527067202601962,Small Intercepts,1,computer1_1
loadings,0.87,0.176,1.53802594082161,-1.53802594082161,0.489568862170645,-0.489568862170645,Small Intercepts,1,computer1_1
residuals,0.038,0.103,-0.261051313012106,0.261051313012107,-0.0830952137330125,0.0830952137330128,Small Intercepts,1,computer1_1
intercepts,0.131,0.155,-0.0686126440536858,0.0686126440536863,-0.0218400829194977,0.0218400829194978,Medium Intercepts,1,computer1_1
loadings,0.869,0.153,1.59713172901653,-1.59713172901653,0.508382818883774,-0.508382818883774,Medium Intercepts,1,computer1_1
residuals,0,0.107,-0.666484328707463,0.666484328707462,-0.212148550814153,0.212148550814152,Medium Intercepts,1,computer1_1
intercepts,0.146,0.157,-0.0306849761488413,0.0306849761488413,-0.00976733126548999,0.00976733126548999,Large Intercepts,1,computer1_1
loadings,0.854,0.163,1.52627235748237,-1.52627235748237,0.48582758039568,-0.48582758039568,Large Intercepts,1,computer1_1
residuals,0,0.115,-0.691955175126317,0.691955175126317,-0.220256173038743,0.220256173038743,Large Intercepts,1,computer1_1
intercepts,0.065,0.153,-0.288172288333592,0.288172288333592,-0.091728088300788,0.091728088300788,Small Residuals,1,computer1_1
loadings,0.853,0.168,1.50998980682115,-1.50998980682115,0.480644683547926,-0.480644683547926,Small Residuals,1,computer1_1
residuals,0.047,0.11,-0.239070478162058,0.239070478162058,-0.0760984966936689,0.0760984966936691,Small Residuals,1,computer1_1
intercepts,0.076,0.143,-0.217005421257277,0.217005421257277,-0.0690749709416693,0.0690749709416694,Medium Residuals,1,computer1_1
loadings,0.799,0.162,1.38332433780843,-1.38332433780843,0.440325812523069,-0.440325812523069,Medium Residuals,1,computer1_1
residuals,0.124,0.09,0.110320017993821,-0.110320017993822,0.035115952371407,-0.0351159523714071,Medium Residuals,1,computer1_1
intercepts,0.083,0.171,-0.268158238167931,0.268158238167931,-0.08535741827048,0.0853574182704799,Large Residuals,1,computer1_1
loadings,0.781,0.171,1.31496148704945,-1.31496148704945,0.41856524127878,-0.41856524127878,Large Residuals,1,computer1_1
residuals,0.132,0.114,0.0548390463394465,-0.0548390463394468,0.0174558105987368,-0.0174558105987369,Large Residuals,1,computer1_1
intercepts,0.211,0.11,0.278390129996994,-0.278390129996994,0.088614330594034,-0.0886143305940338,Invariant,1,computer2_1
loadings,0.415,0.139,0.635858927406229,-0.635858927406229,0.202400182811624,-0.202400182811624,Invariant,1,computer2_1
residuals,0.107,0.072,0.123170081352314,-0.123170081352315,0.0392062545765035,-0.0392062545765035,Invariant,1,computer2_1
intercepts,0.067,0.091,-0.0892213140595447,0.0892213140595439,-0.0284000263234619,0.0284000263234617,Small Loadings,1,computer2_1
loadings,0.787,0.127,1.45341761179569,-1.45341761179569,0.462637194588202,-0.462637194588202,Small Loadings,1,computer2_1
residuals,0.075,0.115,-0.137144142146245,0.137144142146246,-0.043654336277345,0.0436543362773452,Small Loadings,1,computer2_1
loadings,1,0.255,2.08288607972904,-2.08288607972904,0.663003230972354,-0.663003230972354,Medium Loadings,1,computer2_1
intercepts,0,0.121,-0.710554986920686,0.710554986920686,-0.226176677014049,0.226176677014048,Medium Loadings,1,computer2_1
residuals,0,0.096,-0.63004669044584,0.63004669044584,-0.200550090326289,0.200550090326289,Medium Loadings,1,computer2_1
loadings,1,0.167,2.29962991319677,-2.29962991319677,0.731994935934503,-0.731994935934503,Large Loadings,1,computer2_1
intercepts,0,0.117,-0.698200839168562,0.698200839168562,-0.222244229649172,0.222244229649172,Large Loadings,1,computer2_1
residuals,0,0.081,-0.577188703901235,0.577188703901235,-0.183724870645372,0.183724870645372,Large Loadings,1,computer2_1
intercepts,0.25,0.136,0.291801388159235,-0.291801388159235,0.0928832666532382,-0.0928832666532382,Small Intercepts,1,computer2_1
loadings,0.667,0.245,0.875728894980319,-0.875728894980319,0.278753164889042,-0.278753164889042,Small Intercepts,1,computer2_1
residuals,0.055,0.096,-0.156595533173774,0.156595533173774,-0.049845906341434,0.049845906341434,Small Intercepts,1,computer2_1
intercepts,0.255,0.162,0.230231139308486,-0.230231139308486,0.0732848477492485,-0.0732848477492486,Medium Intercepts,1,computer2_1
loadings,0.745,0.256,1.02188667309118,-1.02188667309118,0.325276630604386,-0.325276630604386,Medium Intercepts,1,computer2_1
residuals,0,0.097,-0.633433366329239,0.633433366329239,-0.201628102741276,0.201628102741275,Medium Intercepts,1,computer2_1
intercepts,0.583,0.125,1.01483407337709,-1.01483407337709,0.323031718392096,-0.323031718392096,Large Intercepts,1,computer2_1
loadings,0.416,0.195,0.487260109907516,-0.487260109907516,0.155099710126563,-0.155099710126563,Large Intercepts,1,computer2_1
residuals,0.001,0.103,-0.590179379400404,0.590179379400407,-0.187859931084963,0.187859931084964,Large Intercepts,1,computer2_1
intercepts,0.352,0.116,0.575210208980445,-0.575210208980445,0.18309509615232,-0.18309509615232,Small Residuals,1,computer2_1
loadings,0.46,0.161,0.664952769179727,-0.664952769179727,0.211661040275195,-0.211661040275195,Small Residuals,1,computer2_1
residuals,0.144,0.124,0.0587486141310017,-0.0587486141310012,0.0187002646774946,-0.0187002646774944,Small Residuals,1,computer2_1
intercepts,0.008,0.145,-0.602173302569835,0.602173302569835,-0.191677715403922,0.191677715403922,Medium Residuals,1,computer2_1
loadings,0.981,0.211,1.91051049965161,-1.91051049965161,0.608134379697041,-0.608134379697041,Medium Residuals,1,computer2_1
residuals,0.011,0.143,-0.56545328757139,0.565453287571389,-0.179989371609099,0.179989371609099,Medium Residuals,1,computer2_1
intercepts,0.088,0.106,-0.0608812382800968,0.0608812382800972,-0.0193791000276659,0.019379100027666,Large Residuals,1,computer2_1
loadings,0.729,0.135,1.29406600201097,-1.29406600201097,0.411914001814424,-0.411914001814424,Large Residuals,1,computer2_1
residuals,0.183,0.14,0.117087589339821,-0.11708758933982,0.0372701372362927,-0.0372701372362926,Large Residuals,1,computer2_1
intercepts,0.193,0.103,0.256242443010742,-0.256242443010742,0.0815645028702056,-0.0815645028702057,Invariant,2,computer2_2
loadings,0.557,0.207,0.740361981191671,-0.740361981191671,0.235664537967927,-0.235664537967927,Invariant,2,computer2_2
residuals,0.168,0.097,0.211207314491477,-0.211207314491478,0.0672293762369662,-0.0672293762369663,Invariant,2,computer2_2
intercepts,0.076,0.141,-0.211275552843127,0.211275552843128,-0.0672510971789134,0.0672510971789135,Small Loadings,2,computer2_2
loadings,0.879,0.198,1.50875188000009,-1.50875188000009,0.480250639202409,-0.480250639202409,Small Loadings,2,computer2_2
residuals,0.036,0.126,-0.343964948129752,0.343964948129753,-0.109487443490395,0.109487443490395,Small Loadings,2,computer2_2
intercepts,0.046,0.108,-0.237401924470899,0.237401924470899,-0.0755673795581448,0.0755673795581448,Medium Loadings,2,computer2_2
loadings,0.938,0.182,1.75680896721613,-1.75680896721613,0.55920966240123,-0.55920966240123,Medium Loadings,2,computer2_2
residuals,0.01,0.118,-0.500971447429457,0.500971447429457,-0.159464164412599,0.159464164412599,Medium Loadings,2,computer2_2
loadings,1,0.142,2.3688518420264,-2.3688518420264,0.754028960221686,-0.754028960221686,Large Loadings,2,computer2_2
intercepts,0,0.092,-0.61633928970642,0.616339289706419,-0.196186889157049,0.196186889157049,Large Loadings,2,computer2_2
residuals,0,0.092,-0.61633928970642,0.616339289706419,-0.196186889157049,0.196186889157049,Large Loadings,2,computer2_2
intercepts,0.525,0.104,0.964098818851963,-0.964098818851963,0.306882185298695,-0.306882185298695,Small Intercepts,2,computer2_2
loadings,0.468,0.166,0.667474173550104,-0.667474173550104,0.212463628213353,-0.212463628213353,Small Intercepts,2,computer2_2
residuals,0.004,0.093,-0.493215199244994,0.493215199244996,-0.15699527393579,0.15699527393579,Small Intercepts,2,computer2_2
intercepts,0.464,0.162,0.67025853867443,-0.67025853867443,0.213349919159172,-0.213349919159172,Medium Intercepts,2,computer2_2
loadings,0.536,0.263,0.565890351374939,-0.565890351374939,0.180128493338662,-0.180128493338662,Medium Intercepts,2,computer2_2
residuals,0,0.14,-0.766994007861867,0.766994007861867,-0.24414177534616,0.24414177534616,Medium Intercepts,2,computer2_2
intercepts,0.251,0.139,0.285397686509125,-0.285397686509126,0.0908449051098369,-0.090844905109837,Large Intercepts,2,computer2_2
loadings,0.749,0.215,1.1277967652393,-1.1277967652393,0.358988859981767,-0.358988859981767,Large Intercepts,2,computer2_2
residuals,0,0.13,-0.737725968453249,0.737725968453249,-0.23482546905318,0.23482546905318,Large Intercepts,2,computer2_2
intercepts,0.119,0.15,-0.0909984673756735,0.0909984673756732,-0.02896571179325,0.0289657117932499,Small Residuals,2,computer2_2
loadings,0.78,0.18,1.28888406562762,-1.28888406562762,0.410264540234029,-0.410264540234029,Small Residuals,2,computer2_2
residuals,0.099,0.092,0.0238210390051159,-0.0238210390051159,0.00758247221449808,-0.00758247221449808,Small Residuals,2,computer2_2
intercepts,0.321,0.119,0.50027091858167,-0.50027091858167,0.159241179154792,-0.159241179154792,Medium Residuals,2,computer2_2
loadings,0.284,0.14,0.357093111101544,-0.357093111101544,0.113666267551748,-0.113666267551748,Medium Residuals,2,computer2_2
residuals,0.395,0.1,0.715720258243517,-0.715720258243517,0.227820833940927,-0.227820833940927,Medium Residuals,2,computer2_2
intercepts,0.193,0.136,0.154281758248926,-0.154281758248926,0.0491094089084508,-0.0491094089084509,Large Residuals,2,computer2_2
loadings,0.428,0.22,0.449883434059535,-0.449883434059535,0.143202344691464,-0.143202344691463,Large Residuals,2,computer2_2
residuals,0.379,0.183,0.442288138046643,-0.442288138046643,0.140784686882068,-0.140784686882068,Large Residuals,2,computer2_2
intercepts,0.295,0.13,0.410616296154892,-0.410616296154892,0.130703226494273,-0.130703226494273,Invariant,3,computer2_3
loadings,0.695,0.191,1.06682779157086,-1.06682779157086,0.339581832912626,-0.339581832912626,Invariant,3,computer2_3
residuals,0.01,0.083,-0.38414355705925,0.38414355705925,-0.122276691925766,0.122276691925766,Invariant,3,computer2_3
intercepts,0.146,0.116,0.0890503077213467,-0.0890503077213469,0.0283455933154134,-0.0283455933154135,Small Loadings,3,computer2_3
loadings,0.742,0.187,1.18163325384222,-1.18163325384222,0.376125546541499,-0.376125546541499,Small Loadings,3,computer2_3
residuals,0.075,0.082,-0.0260326387092803,0.0260326387092804,-0.00828644626461476,0.00828644626461479,Small Loadings,3,computer2_3
intercepts,0.041,0.093,-0.21200202313816,0.21200202313816,-0.0674823398558411,0.0674823398558412,Medium Loadings,3,computer2_3
loadings,0.929,0.116,1.90707568520655,-1.90707568520655,0.607041044301973,-0.607041044301973,Medium Loadings,3,computer2_3
residuals,0.027,0.121,-0.380424339287835,0.380424339287834,-0.121092828140255,0.121092828140254,Medium Loadings,3,computer2_3
loadings,1,0.161,2.31583467600828,-2.31583467600828,0.737153072140672,-0.737153072140672,Large Loadings,3,computer2_3
intercepts,0,0.107,-0.666484328707463,0.666484328707462,-0.212148550814153,0.212148550814152,Large Loadings,3,computer2_3
residuals,0,0.093,-0.619790785207718,0.619790785207718,-0.197285534297231,0.197285534297231,Large Loadings,3,computer2_3
intercepts,0.239,0.137,0.263293325449314,-0.263293325449314,0.0838088684567229,-0.083808868456723,Small Intercepts,3,computer2_3
loadings,0.742,0.191,1.1714162365824,-1.1714162365824,0.372873368940387,-0.372873368940387,Small Intercepts,3,computer2_3
residuals,0.018,0.131,-0.471554897119025,0.471554897119026,-0.150100585631366,0.150100585631366,Small Intercepts,3,computer2_3
intercepts,0.533,0.135,0.884369960800761,-0.884369960800761,0.281503701566854,-0.281503701566854,Medium Intercepts,3,computer2_3
loadings,0.465,0.219,0.526744504716808,-0.526744504716809,0.167667983344344,-0.167667983344345,Medium Intercepts,3,computer2_3
residuals,0.001,0.132,-0.680397585425771,0.680397585425774,-0.216577277976603,0.216577277976604,Medium Intercepts,3,computer2_3
intercepts,0.696,0.125,1.25086666262519,-1.25086666262519,0.398163225011324,-0.398163225011324,Large Intercepts,3,computer2_3
loadings,0.304,0.176,0.302150998836251,-0.302150998836251,0.0961776500498857,-0.0961776500498858,Large Intercepts,3,computer2_3
residuals,0,0.069,-0.531594304956084,0.531594304956084,-0.169211722706522,0.169211722706522,Large Intercepts,3,computer2_3
intercepts,0.121,0.138,-0.050657746309785,0.0506577463097857,-0.016124861462195,0.0161248614621952,Small Residuals,3,computer2_3
loadings,0.812,0.195,1.32991175454505,-1.32991175454505,0.423324059223721,-0.423324059223721,Small Residuals,3,computer2_3
residuals,0.034,0.097,-0.262529188808967,0.262529188808966,-0.0835656362097051,0.0835656362097049,Small Residuals,3,computer2_3
intercepts,0.161,0.139,0.0616502473219479,-0.061650247321948,0.0196238832082518,-0.0196238832082518,Medium Residuals,3,computer2_3
loadings,0.656,0.164,1.05420356888076,-1.05420356888076,0.33556341802498,-0.33556341802498,Medium Residuals,3,computer2_3
residuals,0.183,0.111,0.204761409065068,-0.204761409065068,0.0651775808143345,-0.0651775808143344,Medium Residuals,3,computer2_3
intercepts,0.2,0.092,0.310955928295193,-0.310955928295193,0.0989803461438177,-0.0989803461438179,Large Residuals,3,computer2_3
loadings,0.787,0.128,1.45041939549392,-1.45041939549392,0.461682832698431,-0.461682832698432,Large Residuals,3,computer2_3
residuals,0.013,0.092,-0.387807215758796,0.387807215758795,-0.123442870709435,0.123442870709435,Large Residuals,3,computer2_3
intercepts,0.366,0.171,0.446843199169311,-0.446843199169312,0.142234607869584,-0.142234607869584,Invariant,4,computer2_4
loadings,0.343,0.149,0.458798715939075,-0.458798715939074,0.146040167051836,-0.146040167051836,Invariant,4,computer2_4
residuals,0.205,0.104,0.283019121268171,-0.283019121268171,0.090087784278708,-0.0900877842787079,Invariant,4,computer2_4
intercepts,0.255,0.138,0.297493840630278,-0.297493840630278,0.0946952305514024,-0.0946952305514024,Small Loadings,4,computer2_4
loadings,0.601,0.199,0.849403048660775,-0.849403048660775,0.270373387743376,-0.270373387743376,Small Loadings,4,computer2_4
residuals,0.133,0.172,-0.108686295287704,0.108686295287705,-0.0345959222827671,0.0345959222827671,Small Loadings,4,computer2_4
intercepts,0.107,0.089,0.0606021010920293,-0.0606021010920292,0.0192902479011024,-0.0192902479011024,Medium Loadings,4,computer2_4
loadings,0.75,0.143,1.31879356579735,-1.31879356579735,0.419785029828869,-0.41978502982887,Medium Loadings,4,computer2_4
residuals,0.115,0.089,0.0860729475108837,-0.0860729475108841,0.0273978701256928,-0.0273978701256929,Medium Loadings,4,computer2_4
loadings,1,0.203,2.20681834207935,-2.20681834207935,0.702452095295579,-0.702452095295579,Large Loadings,4,computer2_4
intercepts,0,0.127,-0.728761122599865,0.728761122599865,-0.231971869989934,0.231971869989934,Large Loadings,4,computer2_4
residuals,0,0.114,-0.688814637961468,0.688814637961468,-0.219256509011244,0.219256509011244,Large Loadings,4,computer2_4
intercepts,0.306,0.107,0.505851398263269,-0.50585139826327,0.161017501007093,-0.161017501007093,Small Intercepts,4,computer2_4
loadings,0.613,0.159,0.978463294708124,-0.978463294708123,0.31145453997356,-0.31145453997356,Small Intercepts,4,computer2_4
residuals,0.049,0.115,-0.245538636952257,0.245538636952257,-0.0781573755819959,0.078157375581996,Small Intercepts,4,computer2_4
intercepts,0.338,0.13,0.503115840512732,-0.503115840512732,0.16014674593087,-0.16014674593087,Medium Intercepts,4,computer2_4
loadings,0.662,0.181,1.02185269996595,-1.02185269996595,0.325265816622761,-0.325265816622761,Medium Intercepts,4,computer2_4
residuals,0,0.13,-0.737725968453249,0.737725968453249,-0.23482546905318,0.23482546905318,Medium Intercepts,4,computer2_4
intercepts,0.253,0.125,0.33137776028897,-0.33137776028897,0.105480817161422,-0.105480817161422,Large Intercepts,4,computer2_4
loadings,0.747,0.176,1.22163990117247,-1.22163990117248,0.388860057899788,-0.388860057899788,Large Intercepts,4,computer2_4
residuals,0,0.092,-0.61633928970642,0.616339289706419,-0.196186889157049,0.196186889157049,Large Intercepts,4,computer2_4
intercepts,0.053,0.114,-0.224212711422515,0.224212711422514,-0.0713691226538599,0.0713691226538596,Small Residuals,4,computer2_4
loadings,0.857,0.144,1.58753717683833,-1.58753717683833,0.505328778071945,-0.505328778071945,Small Residuals,4,computer2_4
residuals,0.065,0.079,-0.0542224631100121,0.0542224631100114,-0.0172595460611527,0.0172595460611525,Small Residuals,4,computer2_4
intercepts,0.179,0.12,0.166209122702618,-0.166209122702618,0.0529060069301779,-0.0529060069301779,Medium Residuals,4,computer2_4
loadings,0.523,0.124,0.897107238903655,-0.897107238903654,0.285558103110077,-0.285558103110077,Medium Residuals,4,computer2_4
residuals,0.298,0.124,0.435205618515897,-0.435205618515897,0.138530250896341,-0.138530250896341,Medium Residuals,4,computer2_4
intercepts,0.239,0.124,0.301896912209014,-0.301896912209014,0.0960967717644892,-0.096096771764489,Large Residuals,4,computer2_4
loadings,0.641,0.16,1.03364071205277,-1.03364071205277,0.329018057408448,-0.329018057408448,Large Residuals,4,computer2_4
residuals,0.12,0.145,-0.0738149056693815,0.0738149056693818,-0.0234960142222881,0.0234960142222882,Large Residuals,4,computer2_4
intercepts,0.212,0.132,0.213315704057349,-0.213315704057349,0.0679004974797098,-0.0679004974797098,Invariant,5,computer2_5
loadings,0.53,0.172,0.775542840242199,-0.775542840242199,0.246862953208148,-0.246862953208148,Invariant,5,computer2_5
residuals,0.132,0.108,0.0739409153473891,-0.0739409153473893,0.0235361243485527,-0.0235361243485528,Invariant,5,computer2_5
intercepts,0.107,0.115,-0.0254708464188543,0.0254708464188549,-0.00810762222459034,0.00810762222459051,Small Loadings,5,computer2_5
loadings,0.703,0.131,1.24817450565178,-1.24817450565178,0.397306284831526,-0.397306284831527,Small Loadings,5,computer2_5
residuals,0.156,0.095,0.185422594744478,-0.185422594744478,0.0590218450290179,-0.059021845029018,Small Loadings,5,computer2_5
intercepts,0.002,0.108,-0.58024020874903,0.580240208749032,-0.184696194806163,0.184696194806163,Medium Loadings,5,computer2_5
loadings,0.996,0.143,2.23941553103122,-2.23941553103122,0.712828102800762,-0.712828102800762,Medium Loadings,5,computer2_5
residuals,0.001,0.094,-0.559969567782207,0.55996956778221,-0.178243849387141,0.178243849387142,Medium Loadings,5,computer2_5
intercepts,0.005,0.091,-0.471331421666946,0.471331421666945,-0.15002945118565,0.150029451185649,Large Loadings,5,computer2_5
loadings,0.987,0.135,2.16058620347883,-2.16058620347883,0.687735948519615,-0.687735948519615,Large Loadings,5,computer2_5
residuals,0.006,0.12,-0.552408538815005,0.552408538815003,-0.175837099117158,0.175837099117158,Large Loadings,5,computer2_5
intercepts,0.532,0.13,0.897114129735842,-0.897114129735842,0.285560296530086,-0.285560296530086,Small Intercepts,5,computer2_5
loadings,0.403,0.191,0.470958218051635,-0.470958218051635,0.149910656785337,-0.149910656785337,Small Intercepts,5,computer2_5
residuals,0.042,0.143,-0.362798737219514,0.362798737219514,-0.115482424751967,0.115482424751967,Small Intercepts,5,computer2_5
intercepts,0.617,0.096,1.17693952069716,-1.17693952069716,0.374631484878318,-0.374631484878318,Medium Intercepts,5,computer2_5
loadings,0.378,0.159,0.50400542891841,-0.50400542891841,0.160429910715032,-0.160429910715032,Medium Intercepts,5,computer2_5
residuals,0.002,0.082,-0.491371111484857,0.491371111484859,-0.156408282570748,0.156408282570748,Medium Intercepts,5,computer2_5
intercepts,0.547,0.124,0.945229984777476,-0.945229984777476,0.300876048872025,-0.300876048872024,Large Intercepts,5,computer2_5
loadings,0.453,0.22,0.500246815993867,-0.500246815993867,0.159233507062811,-0.159233507062811,Large Intercepts,5,computer2_5
residuals,0,0.125,-0.722734247813416,0.722734247813416,-0.230053456162616,0.230053456162616,Large Intercepts,5,computer2_5
intercepts,0.22,0.125,0.253676278980419,-0.253676278980419,0.0807476674897846,-0.0807476674897846,Small Residuals,5,computer2_5
loadings,0.638,0.18,0.974128224901177,-0.974128224901178,0.310074644396712,-0.310074644396712,Small Residuals,5,computer2_5
residuals,0.071,0.131,-0.20126151594011,0.20126151594011,-0.0640635302320737,0.0640635302320735,Small Residuals,5,computer2_5
intercepts,0.428,0.104,0.769575596104666,-0.769575596104666,0.244963520405899,-0.244963520405899,Medium Residuals,5,computer2_5
loadings,0.451,0.144,0.694184839464276,-0.694184839464276,0.220965897240387,-0.220965897240387,Medium Residuals,5,computer2_5
residuals,0.121,0.086,0.115290102943001,-0.115290102943001,0.0366979795459043,-0.0366979795459041,Medium Residuals,5,computer2_5
intercepts,0.233,0.14,0.240477768000077,-0.240477768000077,0.0765464509618366,-0.0765464509618364,Large Residuals,5,computer2_5
loadings,0.558,0.171,0.834421426567923,-0.834421426567923,0.265604589320152,-0.265604589320152,Large Residuals,5,computer2_5
residuals,0.209,0.148,0.159828121389648,-0.159828121389648,0.0508748711285079,-0.0508748711285079,Large Residuals,5,computer2_5
intercepts,0.169,0.126,0.121559465665357,-0.121559465665356,0.0386935796805021,-0.038693579680502,Invariant,6,computer2_6
loadings,0.599,0.161,0.944355452216731,-0.944355452216731,0.30059767651215,-0.30059767651215,Invariant,6,computer2_6
residuals,0.122,0.12,0.00613262361342015,-0.00613262361342049,0.0019520747243958,-0.0019520747243959,Invariant,6,computer2_6
intercepts,0.028,0.123,-0.380420112757149,0.380420112757149,-0.121091482793753,0.121091482793753,Small Loadings,6,computer2_6
loadings,0.886,0.19,1.5507243920358,-1.5507243920358,0.493610904731344,-0.493610904731344,Small Loadings,6,computer2_6
residuals,0.037,0.104,-0.269597927162428,0.269597927162427,-0.0858156855104583,0.0858156855104582,Small Loadings,6,computer2_6
intercepts,0.115,0.072,0.148640927771169,-0.14864092777117,0.0473138768010938,-0.047313876801094,Medium Loadings,6,computer2_6
loadings,0.554,0.107,1.01252305979575,-1.01252305979575,0.32229609992205,-0.32229609992205,Medium Loadings,6,computer2_6
residuals,0.219,0.087,0.37517219025095,-0.375172190250949,0.119421017178103,-0.119421017178103,Medium Loadings,6,computer2_6
loadings,1,0.105,2.4816053242023,-2.4816053242023,0.789919508299921,-0.789919508299921,Large Loadings,6,computer2_6
intercepts,0,0.073,-0.547170597865964,0.547170597865964,-0.174169810729832,0.174169810729832,Large Loadings,6,computer2_6
residuals,0,0.09,-0.609385308030795,0.609385308030795,-0.193973368041357,0.193973368041356,Large Loadings,6,computer2_6
intercepts,0.515,0.127,0.872039706018509,-0.872039706018509,0.277578859570498,-0.277578859570498,Small Intercepts,6,computer2_6
loadings,0.325,0.278,0.10248681012534,-0.10248681012534,0.0326225648663366,-0.0326225648663366,Small Intercepts,6,computer2_6
residuals,0.121,0.124,-0.00915033910392993,0.0091503391039307,-0.00291264339871502,0.00291264339871527,Small Intercepts,6,computer2_6
intercepts,0.567,0.106,1.04195803717473,-1.04195803717473,0.331665544221375,-0.331665544221375,Medium Intercepts,6,computer2_6
loadings,0.433,0.159,0.616089527996371,-0.616089527996371,0.19610738753555,-0.19610738753555,Medium Intercepts,6,computer2_6
residuals,0,0.085,-0.591688642426544,0.591688642426544,-0.188340344427035,0.188340344427035,Medium Intercepts,6,computer2_6
intercepts,0.151,0.127,0.0694344380004401,-0.0694344380004401,0.0221016680571556,-0.0221016680571556,Large Intercepts,6,computer2_6
loadings,0.849,0.172,1.48810754799151,-1.48810754799151,0.473679344230418,-0.473679344230418,Large Intercepts,6,computer2_6
residuals,0,0.125,-0.722734247813416,0.722734247813416,-0.230053456162616,0.230053456162616,Large Intercepts,6,computer2_6
intercepts,0.16,0.106,0.159791109819696,-0.159791109819697,0.0508630899798891,-0.0508630899798893,Small Residuals,6,computer2_6
loadings,0.219,0.156,0.16192772260482,-0.161927722604819,0.0515431949523406,-0.0515431949523405,Small Residuals,6,computer2_6
residuals,0.42,0.096,0.780058983397146,-0.780058983397146,0.248300486221789,-0.248300486221789,Small Residuals,6,computer2_6
intercepts,0.165,0.143,0.0609860027456904,-0.0609860027456906,0.0194124475927851,-0.0194124475927851,Medium Residuals,6,computer2_6
loadings,0.494,0.181,0.679897894118371,-0.679897894118371,0.216418221293418,-0.216418221293418,Medium Residuals,6,computer2_6
residuals,0.341,0.137,0.488868177886796,-0.488868177886796,0.155611574062023,-0.155611574062023,Medium Residuals,6,computer2_6
intercepts,0.178,0.12,0.16359769810661,-0.16359769810661,0.0520747646642452,-0.0520747646642452,Large Residuals,6,computer2_6
loadings,0.244,0.141,0.263413151483547,-0.263413151483547,0.0838470102680414,-0.0838470102680414,Large Residuals,6,computer2_6
residuals,0.578,0.145,0.946137976632104,-0.946137976632104,0.301165071655927,-0.301165071655927,Large Residuals,6,computer2_6
intercepts,0.213,0.107,0.292929590486779,-0.29292959048678,0.0932423846077112,-0.0932423846077113,Invariant,7,computer2_7
loadings,0.327,0.181,0.338593774612078,-0.338593774612078,0.107777745859311,-0.10777774585931,Invariant,7,computer2_7
residuals,0.187,0.086,0.299118226687902,-0.299118226687902,0.0952122886925233,-0.0952122886925233,Invariant,7,computer2_7
intercepts,0.159,0.115,0.128347330977093,-0.128347330977093,0.0408542243153119,-0.0408542243153118,Small Loadings,7,computer2_7
loadings,0.814,0.187,1.35539376496999,-1.35539376496999,0.431435235061817,-0.431435235061817,Small Loadings,7,computer2_7
residuals,0.021,0.088,-0.311509705128444,0.311509705128443,-0.0991566187845813,0.099156618784581,Small Loadings,7,computer2_7
intercepts,0.055,0.119,-0.230949205536404,0.230949205536404,-0.0735134153285296,0.0735134153285296,Medium Loadings,7,computer2_7
loadings,0.912,0.191,1.6346311816292,-1.6346311816292,0.520319265376867,-0.520319265376867,Medium Loadings,7,computer2_7
residuals,0.029,0.108,-0.327457006739999,0.327457006739998,-0.104232802545494,0.104232802545494,Medium Loadings,7,computer2_7
loadings,1,0.171,2.28895601603949,-2.28895601603949,0.728597328945234,-0.728597328945234,Large Loadings,7,computer2_7
intercepts,0,0.091,-0.612870894991374,0.612870894991373,-0.195082864830062,0.195082864830062,Large Loadings,7,computer2_7
residuals,0,0.119,-0.70440036280847,0.70440036280847,-0.224217599313385,0.224217599313385,Large Loadings,7,computer2_7
intercepts,0.096,0.178,-0.241034219440113,0.241034219440113,-0.0767235749563811,0.0767235749563811,Small Intercepts,7,computer2_7
