model,non_invariant,random_non_invariant,h_nmi,h_mi,h_nmi_p,h_mi_p,type,run_number,computer
intercepts,0.265,0.149,0.288911136942665,-0.288911136942664,0.0919632711174492,-0.0919632711174491,Invariant,14,computer12_14
loadings,0.436,0.131,0.701749569072266,-0.701749569072266,0.223373825460917,-0.223373825460917,Invariant,14,computer12_14
residuals,0.15,0.117,0.0971979910155817,-0.0971979910155816,0.0309390814574629,-0.0309390814574629,Invariant,14,computer12_14
intercepts,0.23,0.126,0.274606415041733,-0.274606415041732,0.0874099367172727,-0.0874099367172726,Small Loadings,14,computer12_14
loadings,0.55,0.217,0.701813166060696,-0.701813166060696,0.223394069011066,-0.223394069011066,Small Loadings,14,computer12_14
residuals,0.111,0.082,0.0984765164472671,-0.0984765164472674,0.0313460487421058,-0.0313460487421059,Small Loadings,14,computer12_14
intercepts,0.295,0.1,0.504841155814856,-0.504841155814856,0.16069593084832,-0.16069593084832,Medium Loadings,14,computer12_14
loadings,0.501,0.145,0.791498210679508,-0.791498210679508,0.251941705356068,-0.251941705356068,Medium Loadings,14,computer12_14
residuals,0.11,0.103,0.0226950312851141,-0.0226950312851137,0.00722405282530223,-0.00722405282530212,Medium Loadings,14,computer12_14
loadings,1,0.192,2.23445110866168,-2.23445110866168,0.711247878081344,-0.711247878081345,Large Loadings,14,computer12_14
intercepts,0,0.108,-0.669712768953525,0.669712768953525,-0.213176195261428,0.213176195261428,Large Loadings,14,computer12_14
residuals,0,0.091,-0.612870894991374,0.612870894991373,-0.195082864830062,0.195082864830062,Large Loadings,14,computer12_14
intercepts,0.273,0.15,0.30414793615175,-0.30414793615175,0.0968132949394983,-0.0968132949394983,Small Intercepts,14,computer12_14
loadings,0.725,0.219,1.06356713685215,-1.06356713685215,0.338543934280229,-0.33854393428023,Small Intercepts,14,computer12_14
residuals,0,0.093,-0.619790785207718,0.619790785207718,-0.197285534297231,0.197285534297231,Small Intercepts,14,computer12_14
intercepts,0.479,0.116,0.833700114652977,-0.833700114652977,0.265374988606602,-0.265374988606602,Medium Intercepts,14,computer12_14
loadings,0.521,0.153,0.809042390027362,-0.809042390027361,0.257526191087471,-0.257526191087471,Medium Intercepts,14,computer12_14
residuals,0,0.108,-0.669712768953525,0.669712768953525,-0.213176195261428,0.213176195261428,Medium Intercepts,14,computer12_14
intercepts,0.412,0.156,0.581807986943374,-0.581807986943374,0.185195234104766,-0.185195234104766,Large Intercepts,14,computer12_14
loadings,0.588,0.189,0.8482158756189,-0.8482158756189,0.269995498827536,-0.269995498827536,Large Intercepts,14,computer12_14
residuals,0,0.129,-0.734747579070952,0.734747579070951,-0.23387741826789,0.23387741826789,Large Intercepts,14,computer12_14
intercepts,0.261,0.102,0.422281545250877,-0.422281545250876,0.134416390606322,-0.134416390606322,Small Residuals,14,computer12_14
loadings,0.521,0.158,0.795244338354098,-0.795244338354098,0.253134134829797,-0.253134134829797,Small Residuals,14,computer12_14
residuals,0.191,0.1,0.261099019132123,-0.261099019132123,0.0831103990626455,-0.0831103990626455,Small Residuals,14,computer12_14
intercepts,0.32,0.13,0.464802464905008,-0.464802464905008,0.147951219701858,-0.147951219701858,Medium Residuals,14,computer12_14
loadings,0.489,0.183,0.664712954539909,-0.664712954539909,0.21158470490449,-0.21158470490449,Medium Residuals,14,computer12_14
residuals,0.191,0.13,0.166874159472159,-0.166874159472159,0.0531176947085986,-0.0531176947085985,Medium Residuals,14,computer12_14
intercepts,0.351,0.142,0.495458741701754,-0.495458741701754,0.157709415679849,-0.157709415679849,Large Residuals,14,computer12_14
loadings,0.353,0.156,0.460320408384902,-0.460320408384902,0.146524536801074,-0.146524536801074,Large Residuals,14,computer12_14
residuals,0.296,0.139,0.38642623329054,-0.38642623329054,0.123003290337143,-0.123003290337143,Large Residuals,14,computer12_14
intercepts,0.174,0.097,0.227143745013076,-0.227143745013076,0.0723020996224722,-0.0723020996224722,Invariant,15,computer12_15
loadings,0.629,0.199,0.906955005681288,-0.906955005681288,0.28869274463223,-0.28869274463223,Invariant,15,computer12_15
residuals,0.111,0.133,-0.0672830615736526,0.0672830615736526,-0.0214168636716063,0.0214168636716063,Invariant,15,computer12_15
intercepts,0.474,0.083,0.934294464184577,-0.934294464184577,0.297395164556738,-0.297395164556738,Small Loadings,15,computer12_15
loadings,0.225,0.102,0.338293634198517,-0.338293634198517,0.107682208198431,-0.107682208198431,Small Loadings,15,computer12_15
residuals,0.116,0.076,0.136487738991202,-0.136487738991202,0.0434453966637725,-0.0434453966637725,Small Loadings,15,computer12_15
intercepts,0.179,0.118,0.172386044729384,-0.172386044729384,0.0548721822774842,-0.0548721822774841,Medium Loadings,15,computer12_15
loadings,0.801,0.176,1.35095904204331,-1.35095904204331,0.430023618911768,-0.430023618911768,Medium Loadings,15,computer12_15
residuals,0.017,0.098,-0.375291846609639,0.375291846609638,-0.119459104980019,0.119459104980019,Medium Loadings,15,computer12_15
intercepts,0.001,0.114,-0.625558539086324,0.625558539086327,-0.199121467377866,0.199121467377867,Large Loadings,15,computer12_15
loadings,0.994,0.114,2.29770334266399,-2.29770334266399,0.731381689487489,-0.731381689487489,Large Loadings,15,computer12_15
residuals,0.005,0.071,-0.39789364072904,0.397893640729039,-0.126653479493715,0.126653479493715,Large Loadings,15,computer12_15
intercepts,0.564,0.12,0.991665242744607,-0.991665242744607,0.315656850550457,-0.315656850550457,Small Intercepts,15,computer12_15
loadings,0.254,0.169,0.209098514207724,-0.209098514207724,0.0665581242586604,-0.0665581242586604,Small Intercepts,15,computer12_15
residuals,0.118,0.137,-0.0570026230317402,0.0570026230317398,-0.0181444984494107,0.0181444984494106,Small Intercepts,15,computer12_15
intercepts,0.464,0.136,0.743337810189331,-0.74333781018933,0.236611773757474,-0.236611773757474,Medium Intercepts,15,computer12_15
loadings,0.536,0.161,0.81710070278159,-0.81710070278159,0.260091231703103,-0.260091231703103,Medium Intercepts,15,computer12_15
residuals,0,0.12,-0.707483211779343,0.707483211779343,-0.225198900618425,0.225198900618425,Medium Intercepts,15,computer12_15
intercepts,0.28,0.147,0.328235487451151,-0.328235487451151,0.104480600652057,-0.104480600652057,Large Intercepts,15,computer12_15
loadings,0.72,0.176,1.16055425587579,-1.16055425587579,0.369415893097936,-0.369415893097936,Large Intercepts,15,computer12_15
residuals,0,0.122,-0.713615835392763,0.713615835392763,-0.227150975342821,0.227150975342821,Large Intercepts,15,computer12_15
intercepts,0.21,0.146,0.167933474071526,-0.167933474071526,0.0534548850181561,-0.0534548850181561,Small Residuals,15,computer12_15
loadings,0.525,0.141,0.850945515418969,-0.850945515418968,0.270864370161619,-0.270864370161619,Small Residuals,15,computer12_15
residuals,0.181,0.129,0.14415056558691,-0.14415056558691,0.0458845501252984,-0.0458845501252985,Small Residuals,15,computer12_15
intercepts,0.481,0.12,0.82530396373447,-0.82530396373447,0.262702410763351,-0.26270241076335,Medium Residuals,15,computer12_15
loadings,0.34,0.196,0.327809574943093,-0.327809574943093,0.104345028490093,-0.104345028490093,Medium Residuals,15,computer12_15
residuals,0.179,0.093,0.253901549274243,-0.253901549274242,0.0808193732513723,-0.0808193732513722,Medium Residuals,15,computer12_15
intercepts,0.23,0.119,0.295958854586505,-0.295958854586504,0.0942066293185153,-0.0942066293185153,Large Residuals,15,computer12_15
loadings,0.315,0.214,0.229933037778879,-0.229933037778879,0.0731899590852884,-0.0731899590852883,Large Residuals,15,computer12_15
residuals,0.454,0.144,0.700212108489981,-0.700212108489981,0.222884436557958,-0.222884436557958,Large Residuals,15,computer12_15
intercepts,0.413,0.099,0.755745811863888,-0.755745811863888,0.240561363358271,-0.240561363358271,Invariant,16,computer12_16
loadings,0.395,0.162,0.530745932484538,-0.530745932484538,0.168941677361663,-0.168941677361663,Invariant,16,computer12_16
residuals,0.053,0.065,-0.0509920797071379,0.0509920797071373,-0.0162312830878539,0.0162312830878536,Invariant,16,computer12_16
intercepts,0.128,0.118,0.0304530491490577,-0.0304530491490573,0.00969350660858593,-0.00969350660858582,Small Loadings,16,computer12_16
loadings,0.808,0.157,1.41963197046172,-1.41963197046172,0.451882890940541,-0.45188289094054,Small Loadings,16,computer12_16
residuals,0.029,0.098,-0.294548733556421,0.29454873355642,-0.0937577738539239,0.0937577738539237,Small Loadings,16,computer12_16
intercepts,0.037,0.103,-0.266315040689271,0.266315040689271,-0.0847707102908335,0.0847707102908335,Medium Loadings,16,computer12_16
loadings,0.933,0.181,1.7390449280001,-1.7390449280001,0.553555193100211,-0.553555193100211,Medium Loadings,16,computer12_16
residuals,0.024,0.085,-0.280597040634583,0.280597040634583,-0.0893168120679025,0.0893168120679025,Medium Loadings,16,computer12_16
loadings,1,0.157,2.32677351538983,-2.32677351538983,0.740635012859196,-0.740635012859196,Large Loadings,16,computer12_16
intercepts,0,0.114,-0.688814637961468,0.688814637961468,-0.219256509011244,0.219256509011244,Large Loadings,16,computer12_16
residuals,0,0.123,-0.716665901349582,0.716665901349582,-0.228121841490389,0.228121841490389,Large Loadings,16,computer12_16
intercepts,0.256,0.151,0.262803846037559,-0.262803846037559,0.083653062320878,-0.083653062320878,Small Intercepts,16,computer12_16
loadings,0.715,0.175,1.15207721366117,-1.15207721366117,0.366717566755427,-0.366717566755427,Small Intercepts,16,computer12_16
residuals,0.021,0.107,-0.375632689800724,0.375632689800723,-0.11956759873738,0.119567598737379,Small Intercepts,16,computer12_16
intercepts,0.598,0.111,1.08875326484337,-1.08875326484337,0.346560927814524,-0.346560927814524,Medium Intercepts,16,computer12_16
loadings,0.402,0.142,0.600778389046407,-0.600778389046407,0.191233700639043,-0.191233700639043,Medium Intercepts,16,computer12_16
residuals,0,0.117,-0.698200839168562,0.698200839168562,-0.222244229649172,0.222244229649172,Medium Intercepts,16,computer12_16
intercepts,0.222,0.138,0.220018005354304,-0.220018005354304,0.0700339062427133,-0.0700339062427132,Large Intercepts,16,computer12_16
loadings,0.778,0.184,1.27369684297638,-1.27369684297638,0.405430297120464,-0.405430297120464,Large Intercepts,16,computer12_16
residuals,0,0.131,-0.740694629993578,0.740694629993577,-0.235770423370201,0.235770423370201,Large Intercepts,16,computer12_16
intercepts,0.037,0.108,-0.282592331367249,0.282592331367249,-0.089951932833921,0.0899519328339209,Small Residuals,16,computer12_16
loadings,0.929,0.115,1.91020436441001,-1.91020436441001,0.60803693382313,-0.60803693382313,Small Residuals,16,computer12_16
residuals,0.03,0.117,-0.350034817895601,0.350034817895601,-0.111419543044713,0.111419543044713,Small Residuals,16,computer12_16
intercepts,0.642,0.103,1.20532417139407,-1.20532417139407,0.383666599811019,-0.383666599811019,Medium Residuals,16,computer12_16
loadings,0.244,0.173,0.175348470183969,-0.175348470183969,0.0558151515867611,-0.055815151586761,Medium Residuals,16,computer12_16
residuals,0.114,0.098,0.0520101421915206,-0.0520101421915209,0.0165553424413857,-0.0165553424413858,Medium Residuals,16,computer12_16
intercepts,0.108,0.104,0.0129944042048208,-0.0129944042048211,0.00413624732346268,-0.00413624732346278,Large Residuals,16,computer12_16
loadings,0.76,0.196,1.20039001293367,-1.20039001293367,0.382096008393074,-0.382096008393075,Large Residuals,16,computer12_16
residuals,0.132,0.134,-0.00588975804179659,0.00588975804179626,-0.00187476821193434,0.00187476821193423,Large Residuals,16,computer12_16
intercepts,0.044,0.119,-0.281737758004165,0.281737758004165,-0.0896799136839823,0.0896799136839821,Invariant,17,computer12_17
loadings,0.869,0.176,1.53505727928128,-1.53505727928128,0.488623907853625,-0.488623907853625,Invariant,17,computer12_17
residuals,0.065,0.146,-0.268540155805029,0.268540155805029,-0.0854789864300761,0.0854789864300761,Invariant,17,computer12_17
intercepts,0.422,0.137,0.655847646724649,-0.655847646724649,0.20876278978283,-0.20876278978283,Small Loadings,17,computer12_17
loadings,0.462,0.181,0.615824828649581,-0.61582482864958,0.1960231311166,-0.1960231311166,Small Loadings,17,computer12_17
residuals,0.089,0.089,0,0,0,0,Small Loadings,17,computer12_17
intercepts,0.052,0.125,-0.262616010430754,0.262616010430754,-0.0835932723902544,0.0835932723902545,Medium Loadings,17,computer12_17
loadings,0.812,0.225,1.25621540148887,-1.25621540148887,0.399865781470248,-0.399865781470248,Medium Loadings,17,computer12_17
residuals,0.106,0.107,-0.00324174639218267,0.00324174639218278,-0.00103187992513238,0.00103187992513241,Medium Loadings,17,computer12_17
loadings,1,0.165,2.30500511424826,-2.30500511424826,0.733705915569418,-0.733705915569418,Large Loadings,17,computer12_17
intercepts,0,0.122,-0.713615835392763,0.713615835392763,-0.227150975342821,0.227150975342821,Large Loadings,17,computer12_17
residuals,0,0.106,-0.66324258231528,0.663242582315279,-0.21111667088902,0.21111667088902,Large Loadings,17,computer12_17
intercepts,0.65,0.139,1.11138125055073,-1.11138125055073,0.353763639369602,-0.353763639369602,Small Intercepts,17,computer12_17
loadings,0.297,0.184,0.266058445915796,-0.266058445915796,0.0846890336376933,-0.0846890336376933,Small Intercepts,17,computer12_17
residuals,0.03,0.089,-0.257716206342472,0.257716206342472,-0.0820336163085907,0.0820336163085907,Small Intercepts,17,computer12_17
intercepts,0.203,0.15,0.139375481326302,-0.139375481326303,0.0443645935977863,-0.0443645935977864,Medium Intercepts,17,computer12_17
loadings,0.797,0.182,1.32532570315808,-1.32532570315808,0.4218642737287,-0.4218642737287,Medium Intercepts,17,computer12_17
residuals,0,0.13,-0.737725968453249,0.737725968453249,-0.23482546905318,0.23482546905318,Medium Intercepts,17,computer12_17
intercepts,0.574,0.116,1.02425816723563,-1.02425816723563,0.326031500635592,-0.326031500635592,Large Intercepts,17,computer12_17
loadings,0.426,0.14,0.655256624162522,-0.655256624162521,0.208574661458347,-0.208574661458347,Large Intercepts,17,computer12_17
residuals,0,0.084,-0.588093266789805,0.588093266789804,-0.187195900817316,0.187195900817316,Large Intercepts,17,computer12_17
intercepts,0.311,0.135,0.430686890139954,-0.430686890139954,0.1370918949813,-0.1370918949813,Small Residuals,17,computer12_17
loadings,0.595,0.158,0.94439412707301,-0.94439412707301,0.30060998710125,-0.30060998710125,Small Residuals,17,computer12_17
residuals,0.087,0.145,-0.182475778709636,0.182475778709636,-0.0580838443523628,0.0580838443523628,Small Residuals,17,computer12_17
intercepts,0.215,0.117,0.266089632413248,-0.266089632413248,0.0846989606081476,-0.0846989606081477,Medium Residuals,17,computer12_17
loadings,0.556,0.157,0.868212674972016,-0.868212674972016,0.276360677753667,-0.276360677753667,Medium Residuals,17,computer12_17
residuals,0.229,0.127,0.269220036136924,-0.269220036136924,0.0856953990611403,-0.0856953990611403,Medium Residuals,17,computer12_17
intercepts,0.287,0.107,0.464245089243905,-0.464245089243905,0.147773801518611,-0.147773801518611,Large Residuals,17,computer12_17
loadings,0.448,0.161,0.64084995347209,-0.64084995347209,0.203988875750589,-0.203988875750588,Large Residuals,17,computer12_17
residuals,0.265,0.105,0.421518219393282,-0.421518219393283,0.13417341643947,-0.13417341643947,Large Residuals,17,computer12_17
intercepts,0.094,0.101,-0.0236014069135878,0.0236014069135875,-0.00751256114844147,0.00751256114844136,Invariant,18,computer12_18
loadings,0.737,0.168,1.21998364378092,-1.21998364378092,0.38833285479799,-0.38833285479799,Invariant,18,computer12_18
residuals,0.049,0.107,-0.220067790533402,0.220067790533402,-0.0700497533574056,0.0700497533574055,Invariant,18,computer12_18
intercepts,0.168,0.123,0.127974779471134,-0.127974779471134,0.0407356374878525,-0.0407356374878525,Small Loadings,18,computer12_18
loadings,0.808,0.142,1.46171029709829,-1.46171029709829,0.46527683830303,-0.46527683830303,Small Loadings,18,computer12_18
residuals,0.012,0.107,-0.446954744457533,0.446954744457533,-0.142270113837583,0.142270113837583,Small Loadings,18,computer12_18
intercepts,0.008,0.101,-0.467702258692048,0.467702258692048,-0.148874252732168,0.148874252732168,Medium Loadings,18,computer12_18
loadings,0.962,0.164,1.91531834230007,-1.91531834230007,0.609664763543263,-0.609664763543263,Medium Loadings,18,computer12_18
residuals,0.018,0.112,-0.413357584401419,0.41335758440142,-0.131575805644022,0.131575805644023,Medium Loadings,18,computer12_18
loadings,1,0.112,2.45909533631382,-2.45909533631382,0.782754356617143,-0.782754356617143,Large Loadings,18,computer12_18
intercepts,0,0.079,-0.569816469356103,0.569816469356102,-0.181378215506391,0.18137821550639,Large Loadings,18,computer12_18
residuals,0,0.066,-0.519635972919004,0.519635972919004,-0.165405267396851,0.165405267396852,Large Loadings,18,computer12_18
intercepts,0.46,0.137,0.732401833976921,-0.732401833976921,0.233130744413993,-0.233130744413993,Small Intercepts,18,computer12_18
loadings,0.384,0.217,0.367512465445847,-0.367512465445847,0.116982851047192,-0.116982851047192,Small Intercepts,18,computer12_18
residuals,0.108,0.108,0,0,0,0,Small Intercepts,18,computer12_18
intercepts,0.384,0.105,0.676675717954109,-0.676675717954109,0.215392570765307,-0.215392570765307,Medium Intercepts,18,computer12_18
loadings,0.616,0.156,0.992862799862967,-0.992862799862968,0.316038044820501,-0.316038044820501,Medium Intercepts,18,computer12_18
residuals,0,0.096,-0.63004669044584,0.63004669044584,-0.200550090326289,0.200550090326289,Medium Intercepts,18,computer12_18
intercepts,0.481,0.117,0.834586336345251,-0.834586336345251,0.265657081732604,-0.265657081732604,Large Intercepts,18,computer12_18
loadings,0.519,0.206,0.666593150367657,-0.666593150367657,0.212183189824423,-0.212183189824423,Large Intercepts,18,computer12_18
residuals,0,0.09,-0.609385308030795,0.609385308030795,-0.193973368041357,0.193973368041356,Large Intercepts,18,computer12_18
intercepts,0.06,0.141,-0.274937541840802,0.274937541840802,-0.087515337650997,0.087515337650997,Small Residuals,18,computer12_18
loadings,0.865,0.151,1.59092271682615,-1.59092271682615,0.506406428920139,-0.50640642892014,Small Residuals,18,computer12_18
residuals,0.051,0.111,-0.223726576526609,0.223726576526609,-0.0712143811104742,0.0712143811104741,Small Residuals,18,computer12_18
intercepts,0.153,0.144,0.0253123544240641,-0.0253123544240643,0.00805717265576761,-0.00805717265576769,Medium Residuals,18,computer12_18
loadings,0.7,0.181,1.10341502820452,-1.10341502820452,0.351227912041266,-0.351227912041266,Medium Residuals,18,computer12_18
residuals,0.147,0.144,0.00850822579230426,-0.00850822579230481,0.00270825238357436,-0.00270825238357454,Medium Residuals,18,computer12_18
intercepts,0.187,0.112,0.211885793389615,-0.211885793389615,0.0674453427778105,-0.0674453427778105,Large Residuals,18,computer12_18
loadings,0.574,0.185,0.830098906333625,-0.830098906333625,0.264228688396345,-0.264228688396345,Large Residuals,18,computer12_18
residuals,0.239,0.105,0.361614908846132,-0.361614908846132,0.115105600477174,-0.115105600477174,Large Residuals,18,computer12_18
intercepts,0.239,0.126,0.295849435880389,-0.295849435880388,0.0941718002626252,-0.0941718002626251,Invariant,1,computer13_1
loadings,0.556,0.207,0.738349088237216,-0.738349088237216,0.235023814240694,-0.235023814240694,Invariant,1,computer13_1
residuals,0.054,0.109,-0.203882240547182,0.203882240547181,-0.0648977327834696,0.0648977327834694,Invariant,1,computer13_1
intercepts,0.481,0.096,0.902740485067973,-0.902740485067973,0.287351221055486,-0.287351221055486,Small Loadings,1,computer13_1
loadings,0.409,0.133,0.641173036864461,-0.641173036864462,0.204091716388442,-0.204091716388442,Small Loadings,1,computer13_1
residuals,0.054,0.071,-0.0703872557883818,0.0703872557883818,-0.0224049593787892,0.0224049593787892,Small Loadings,1,computer13_1
intercepts,0.054,0.118,-0.232260431487491,0.232260431487491,-0.0739307915117813,0.0739307915117813,Medium Loadings,1,computer13_1
loadings,0.887,0.183,1.57184898074415,-1.57184898074415,0.500335070158777,-0.500335070158777,Medium Loadings,1,computer13_1
residuals,0.032,0.101,-0.287120073985982,0.287120073985981,-0.0913931580715593,0.0913931580715592,Medium Loadings,1,computer13_1
intercepts,0.001,0.099,-0.576904229836392,0.576904229836395,-0.183634319738169,0.18363431973817,Large Loadings,1,computer13_1
loadings,0.995,0.136,2.244657017228,-2.244657017228,0.714496519675492,-0.714496519675493,Large Loadings,1,computer13_1
residuals,0.004,0.112,-0.555921731313248,0.55592173131325,-0.176955383021416,0.176955383021416,Large Loadings,1,computer13_1
intercepts,0.53,0.134,0.881288942897464,-0.881288942897464,0.280522983108725,-0.280522983108725,Small Intercepts,1,computer13_1
loadings,0.465,0.153,0.696972739127164,-0.696972739127164,0.221853313264773,-0.221853313264773,Small Intercepts,1,computer13_1
residuals,0.003,0.135,-0.642875018331697,0.642875018331698,-0.204633473915565,0.204633473915565,Small Intercepts,1,computer13_1
intercepts,0.012,0.122,-0.494086251142834,0.494086251142834,-0.157272538366251,0.157272538366251,Medium Intercepts,1,computer13_1
loadings,0.988,0.183,2.03798147213818,-2.03798147213818,0.648709650440977,-0.648709650440977,Medium Intercepts,1,computer13_1
residuals,0,0.162,-0.828475434552263,0.828475434552263,-0.263711921278397,0.263711921278397,Medium Intercepts,1,computer13_1
intercepts,0.574,0.114,1.03052738360394,-1.03052738360394,0.328027054184249,-0.328027054184249,Large Intercepts,1,computer13_1
loadings,0.426,0.195,0.507514896154414,-0.507514896154414,0.16154700883149,-0.16154700883149,Large Intercepts,1,computer13_1
residuals,0,0.123,-0.716665901349582,0.716665901349582,-0.228121841490389,0.228121841490389,Large Intercepts,1,computer13_1
intercepts,0.211,0.12,0.247037427778313,-0.247037427778313,0.0786344555192512,-0.0786344555192511,Small Residuals,1,computer13_1
loadings,0.349,0.18,0.387708348766569,-0.38770834876657,0.123411400368392,-0.123411400368392,Small Residuals,1,computer13_1
residuals,0.209,0.087,0.350788002222014,-0.350788002222014,0.111659289061929,-0.111659289061929,Small Residuals,1,computer13_1
intercepts,0.289,0.111,0.455825893598363,-0.455825893598362,0.14509388831092,-0.145093888310919,Medium Residuals,1,computer13_1
loadings,0.646,0.132,1.12345994985079,-1.12345994985079,0.357608408769052,-0.357608408769052,Medium Residuals,1,computer13_1
residuals,0.065,0.112,-0.166903311029881,0.166903311029881,-0.0531269739376193,0.0531269739376194,Medium Residuals,1,computer13_1
intercepts,0.289,0.107,0.468661753027519,-0.468661753027519,0.149179669264885,-0.149179669264885,Large Residuals,1,computer13_1
loadings,0.294,0.179,0.272456069763773,-0.272456069763773,0.0867254605565895,-0.0867254605565897,Large Residuals,1,computer13_1
residuals,0.413,0.138,0.634693407344952,-0.634693407344952,0.202029186253574,-0.202029186253574,Large Residuals,1,computer13_1
intercepts,0.181,0.162,0.0504227101055985,-0.0504227101055985,0.0160500471147913,-0.0160500471147913,Invariant,1,computer14_1
loadings,0.244,0.179,0.159592485183284,-0.159592485183284,0.0507998657944794,-0.0507998657944795,Invariant,1,computer14_1
residuals,0.191,0.129,0.169852548854456,-0.169852548854456,0.0540657454938886,-0.0540657454938887,Invariant,1,computer14_1
intercepts,0.017,0.142,-0.511228162403087,0.511228162403087,-0.162728978188475,0.162728978188475,Small Loadings,1,computer14_1
loadings,0.965,0.161,1.93945119369055,-1.93945119369055,0.617346488722657,-0.617346488722657,Small Loadings,1,computer14_1
residuals,0.013,0.12,-0.478951137831719,0.478951137831718,-0.152454882170811,0.152454882170811,Small Loadings,1,computer14_1
loadings,0.999,0.161,2.25257857713314,-2.25257857713314,0.717018030507296,-0.717018030507295,Medium Loadings,1,computer14_1
residuals,0.001,0.121,-0.647298888045543,0.647298888045545,-0.206041635380671,0.206041635380672,Medium Loadings,1,computer14_1
intercepts,0,0.151,-0.798195560600305,0.798195560600305,-0.25407353804709,0.25407353804709,Medium Loadings,1,computer14_1
loadings,1,0.145,2.36029453614107,-2.36029453614107,0.751305085159287,-0.751305085159287,Large Loadings,1,computer14_1
intercepts,0,0.143,-0.775601536595847,0.775601536595847,-0.246881636837797,0.246881636837797,Large Loadings,1,computer14_1
residuals,0,0.095,-0.626644211640741,0.62664421164074,-0.199467047685095,0.199467047685095,Large Loadings,1,computer14_1
intercepts,0.61,0.186,0.900795019337474,-0.900795019337474,0.286731960080237,-0.286731960080237,Small Intercepts,1,computer14_1
loadings,0.28,0.15,0.31979882321493,-0.31979882321493,0.101795127019254,-0.101795127019255,Small Intercepts,1,computer14_1
residuals,0.036,0.118,-0.319518435529087,0.319518435529087,-0.101705876846886,0.101705876846887,Small Intercepts,1,computer14_1
intercepts,0.724,0.169,1.18801108819547,-1.18801108819547,0.37815567426858,-0.37815567426858,Medium Intercepts,1,computer14_1
loadings,0.275,0.168,0.259390306926884,-0.259390306926884,0.082566499075075,-0.082566499075075,Medium Intercepts,1,computer14_1
residuals,0,0.133,-0.746603249710271,0.746603249710272,-0.237651195439725,0.237651195439725,Medium Intercepts,1,computer14_1
intercepts,0.725,0.179,1.16386933136023,-1.16386933136023,0.37047111439808,-0.37047111439808,Large Intercepts,1,computer14_1
loadings,0.275,0.19,0.201977364155076,-0.201977364155076,0.0642913917959042,-0.0642913917959042,Large Intercepts,1,computer14_1
residuals,0,0.11,-0.676130509560661,0.676130509560661,-0.215219025543643,0.215219025543643,Large Intercepts,1,computer14_1
intercepts,0.132,0.148,-0.0461285352705411,0.0461285352705407,-0.0146831688117909,0.0146831688117908,Small Residuals,1,computer14_1
loadings,0.747,0.185,1.19823753025563,-1.19823753025563,0.381410851876815,-0.381410851876815,Small Residuals,1,computer14_1
residuals,0.08,0.135,-0.17896127174024,0.17896127174024,-0.0569651420389422,0.0569651420389423,Small Residuals,1,computer14_1
intercepts,0.047,0.141,-0.332811636783094,0.332811636783095,-0.105937234225068,0.105937234225068,Medium Residuals,1,computer14_1
loadings,0.861,0.169,1.53017265531163,-1.53017265531163,0.487069083753794,-0.487069083753794,Medium Residuals,1,computer14_1
residuals,0.092,0.083,0.0318608903240499,-0.0318608903240496,0.0101416363727626,-0.0101416363727625,Medium Residuals,1,computer14_1
intercepts,0.05,0.164,-0.382863334230016,0.382863334230016,-0.121869184342703,0.121869184342703,Large Residuals,1,computer14_1
loadings,0.872,0.152,1.60884862702261,-1.60884862702261,0.512112423354514,-0.512112423354514,Large Residuals,1,computer14_1
residuals,0.078,0.107,-0.100385946758135,0.100385946758135,-0.031953839287034,0.0319538392870341,Large Residuals,1,computer14_1
intercepts,0.373,0.11,0.637852162426416,-0.637852162426416,0.203034649224037,-0.203034649224037,Invariant,1,computer15_1
loadings,0.201,0.169,0.0824806132105009,-0.0824806132105014,0.0262543946034038,-0.026254394603404,Invariant,1,computer15_1
residuals,0.225,0.098,0.351627593156206,-0.351627593156207,0.111926539156632,-0.111926539156632,Invariant,1,computer15_1
intercepts,0.064,0.147,-0.275439162253845,0.275439162253845,-0.08767500838758,0.0876750083875801,Small Loadings,1,computer15_1
loadings,0.892,0.208,1.52473116808493,-1.52473116808493,0.485337004573991,-0.485337004573991,Small Loadings,1,computer15_1
residuals,0.03,0.123,-0.368499880076621,0.368499880076621,-0.11729715488593,0.11729715488593,Small Loadings,1,computer15_1
intercepts,0.002,0.113,-0.596189515439463,0.596189515439465,-0.189773016803505,0.189773016803505,Medium Loadings,1,computer15_1
loadings,0.998,0.159,2.23181758728189,-2.23181758728189,0.710409602190681,-0.71040960219068,Medium Loadings,1,computer15_1
residuals,0,0.058,-0.486445758635753,0.486445758635753,-0.154840494065934,0.154840494065934,Medium Loadings,1,computer15_1
intercepts,0.004,0.108,-0.543137182990801,0.543137182990803,-0.172885934899987,0.172885934899987,Large Loadings,1,computer15_1
loadings,0.986,0.219,1.93039925790657,-1.93039925790657,0.614465168073513,-0.614465168073513,Large Loadings,1,computer15_1
residuals,0.009,0.112,-0.492474893813261,0.49247489381326,-0.156759627398074,0.156759627398073,Large Loadings,1,computer15_1
intercepts,0.362,0.169,0.443854099501676,-0.443854099501677,0.141283147894588,-0.141283147894588,Small Intercepts,1,computer15_1
loadings,0.442,0.231,0.4518009361739,-0.4518009361739,0.143812704571244,-0.143812704571244,Small Intercepts,1,computer15_1
residuals,0.178,0.145,0.0897827924372284,-0.0897827924372283,0.0285787504419571,-0.0285787504419571,Small Intercepts,1,computer15_1
